,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.0,1,0.4942913553954534,0.4991193060265357,0.2125,0.17526966463815247,0.498456747983738,0,interleaved,
1,Training,0.0,1,0.49503808310682856,0.5044046992601133,0.184375,0.1582023865270458,0.480267766899342,0,interleaved,
2,Test,0.0,1,0.49130444454995226,0.4779777330922251,0.325,0.24353877708257898,0.5712126723213222,0,interleaved,1.0
3,All,0.0,1,0.51713658272233,0.5534471982211037,0.2025,0.1915880087934379,0.5487133638710378,0,blocked,
4,Training,0.0,1,0.5213500302804579,0.5636112707564166,0.2,0.18132351705713753,0.5539628396365611,0,blocked,
5,Test,0.0,1,0.5002827924898186,0.5127909080798518,0.2125,0.23264597573863935,0.5277154608089443,0,blocked,1.0
6,All,0.013159786328255306,2,0.49907783119389226,0.4987106348442474,0.28,0.2430757322407493,0.5400170621362178,0,early,
7,Training,0.006610731223605011,2,0.5023224687616981,0.5043494738577918,0.253125,0.2279160340883105,0.5403599471853145,0,early,
8,Test,0.0,1,0.48609928092266896,0.4761552787900696,0.3875,0.3037145248505045,0.5386455219398305,0,early,1.0
9,All,0.0,1,0.5095204439964162,0.49923784611913563,0.25,0.2255241978782194,0.5318489714348719,0,middle,
10,Training,0.0,1,0.5177552919068087,0.5081753275738026,0.246875,0.2227956540706161,0.5510571832527287,0,middle,
11,Test,0.0,1,0.4765810523548456,0.46348792030046815,0.2625,0.23643837310863236,0.4550161241634452,0,middle,1.0
12,All,0.0,1,0.4882287715885648,0.4863696958694624,0.2375,0.21689247264173125,0.5300110572140955,0,late,
13,Training,0.0,1,0.4891077210677468,0.49099504212337164,0.221875,0.21101004433575402,0.536921829453675,0,late,
14,Test,0.0,1,0.4847129736718367,0.46786831085382535,0.3,0.2404221858656402,0.5023679682557777,0,late,1.0
15,All,0.0,1,0.5001123823772672,0.4923693908147601,0.21,0.18361548986811915,0.5107278335539378,1,interleaved,
16,Training,0.0,1,0.503865831133527,0.49952441470484066,0.203125,0.17543201805465855,0.5093259097626547,1,interleaved,
17,Test,0.0,1,0.48509858735222816,0.4637492952544379,0.2375,0.2163493771219617,0.5163355287190703,1,interleaved,1.0
18,All,0.0,1,0.5099072631798174,0.5481629004965013,0.26,0.24527494452285012,0.5913161764605495,1,blocked,
19,Training,0.0,1,0.5134080744651176,0.552913155741151,0.25,0.2426808020495675,0.600901798822503,1,blocked,
20,Test,0.0,1,0.49590401803861633,0.5291618795179026,0.3,0.2556515144159806,0.5529736870127354,1,blocked,1.0
21,All,0.0,1,0.5111683232742446,0.5087012659932069,0.355,0.3193160155995972,0.5667774915438953,1,early,
22,Training,0.0,1,0.512816705254089,0.516688981384782,0.346875,0.3059210723581704,0.5583762197690086,1,early,
23,Test,0.0,1,0.5045747953548668,0.476750404426906,0.3875,0.3728957885653047,0.6003825786434426,1,early,1.0
24,All,0.0,1,0.49577495287103107,0.4793700316403278,0.2725,0.2561427397996697,0.5869436587722577,1,middle,
25,Training,0.0,1,0.5035558152548734,0.4897441276607128,0.2625,0.24951886663809808,0.5845922680058435,1,middle,
26,Test,0.0,1,0.46465150333566174,0.43787364755878777,0.3125,0.28263823244595637,0.5963492218379143,1,middle,1.0
27,All,0.0,1,0.4992729123418576,0.5172671619884465,0.1425,0.1346810126612983,0.5118170511055681,1,late,
28,Training,0.0,1,0.5073514221961669,0.5264373828211956,0.15,0.13430094405563603,0.4973776148009594,1,late,
29,Test,0.0,1,0.46695887292462,0.4805862786574499,0.1125,0.13620128708394738,0.5695747963240033,1,late,1.0
30,All,0.0,1,0.5386500283326532,0.5352612439489036,0.165,0.17367784710882817,0.5575802621144138,2,interleaved,
31,Training,0.0,1,0.5421139501689255,0.543463426693654,0.1375,0.1501081818225015,0.5454425692056932,2,interleaved,
32,Test,0.0,1,0.5247943409875642,0.5024525129699022,0.275,0.2679565082541347,0.606131033749296,2,interleaved,1.0
33,All,0.0,1,0.507589197148015,0.5144701233024933,0.3175,0.27512960528999314,0.5784189019553599,2,blocked,
34,Training,0.0,1,0.5054525455677255,0.5168443810846662,0.3125,0.27392257944638027,0.5916825004328048,2,blocked,
35,Test,0.0,1,0.5161358034691729,0.504973092173802,0.3375,0.2799577086644448,0.5253645080455807,2,blocked,1.0
36,All,0.0,1,0.5190622104389793,0.5154899460420572,0.3575,0.3058734092091798,0.573398189456643,2,early,
37,Training,0.0,1,0.5214290810800827,0.5213103829177215,0.35625,0.2972329041455934,0.5780101240595155,2,early,
38,Test,0.0,1,0.5095947278745657,0.49220819853939995,0.3625,0.34043542946352556,0.554950451045154,2,early,1.0
39,All,0.0,1,0.47502575537050845,0.4849217457775389,0.3225,0.2752830968377405,0.5593327148528389,2,middle,
40,Training,0.0,1,0.4800362569288844,0.49583229349482333,0.284375,0.24272106149936698,0.5336909471422918,2,middle,
41,Test,0.0,1,0.45498374913700473,0.4412795549084011,0.475,0.40553123819123443,0.6618997856950274,2,middle,1.0
42,All,0.0,1,0.4652609686840786,0.4556216299440237,0.31,0.2932888261285294,0.5325233366624238,2,late,
43,Training,0.0,1,0.474303587808498,0.46872670839697045,0.303125,0.28251004803968693,0.5370935367023055,2,late,
44,Test,0.0,1,0.42909049218640116,0.403201316132237,0.3375,0.3364039384838996,0.5142425365028969,2,late,1.0
45,All,0.0,1,0.46526725139976444,0.4282254744530645,0.2925,0.25662686817124,0.5266258706760967,3,interleaved,
46,Training,0.0,1,0.471451082014827,0.440494719186688,0.265625,0.242448656390123,0.5291645355835805,3,interleaved,
47,Test,0.0,1,0.4405319289395145,0.379148495518571,0.4,0.3133397152957079,0.5164712110461611,3,interleaved,1.0
48,All,0.0,1,0.4920252365109352,0.5275833731619635,0.1625,0.1485025212817154,0.5052593199295191,3,blocked,
49,Training,0.0,1,0.5015408493936413,0.5401694482058872,0.15,0.13963219366011442,0.502884704163048,3,blocked,
50,Test,0.0,1,0.4539627849801111,0.4772390729862684,0.2125,0.18398383176811936,0.5147577829954042,3,blocked,1.0
51,All,0.0,1,0.4852248863204404,0.4847154428148106,0.3575,0.299850726881536,0.5834126218503178,3,early,
52,Training,0.0,1,0.4880827904614237,0.49054802158482785,0.321875,0.2795170220493316,0.5796980413527872,3,early,
53,Test,0.0,1,0.4737932697565073,0.46138512773474183,0.5,0.38118554621035383,0.5982709438404408,3,early,1.0
54,All,0.0,1,0.47750088273327096,0.44507497034487586,0.2475,0.2290372101618103,0.5620994259405525,3,middle,
55,Training,0.0,1,0.48429584263328734,0.4555136454766672,0.24375,0.22077027675371563,0.5659462565422767,3,middle,
56,Test,0.0,1,0.45032104313320515,0.40332026981771074,0.2625,0.26210494379418897,0.5467121035336561,3,middle,1.0
57,All,0.0,1,0.5121415260449519,0.509210829045866,0.2475,0.22582454706369887,0.5663588870197155,3,late,
58,Training,0.0,1,0.5186672474266508,0.5176029708376702,0.253125,0.2301209257693214,0.5745912147930969,3,late,
59,Test,0.0,1,0.48603864051815604,0.4756422618786494,0.225,0.2086390322412087,0.5334295759261902,3,late,1.0
60,All,0.0,1,0.5162505527258682,0.5204000614995524,0.3025,0.25005489187711694,0.5374362994620339,4,interleaved,
61,Training,0.0,1,0.5244458914016463,0.5337534347172644,0.253125,0.20551320995222683,0.5117443340671533,4,interleaved,
62,Test,0.0,1,0.4834691980227548,0.4669865686287046,0.5,0.4282216195766777,0.6402041610415565,4,interleaved,1.0
63,All,0.0,1,0.4711009367741119,0.4706494648158667,0.2875,0.25852839112892734,0.6387597060236269,4,blocked,
64,Training,0.0,1,0.4811177726798786,0.4816916055795294,0.278125,0.2559416557188059,0.6460754867267953,4,blocked,
65,Test,0.0,1,0.4310335931510453,0.426480901761216,0.325,0.268875332769413,0.6094965832109533,4,blocked,1.0
66,All,0.0,1,0.4847319237679993,0.48969818236169516,0.2175,0.2015723634060583,0.5308818886835289,4,early,
67,Training,0.0,1,0.48991910687951756,0.49592648399123024,0.209375,0.19340888600405884,0.5380173451784902,4,early,
68,Test,0.0,1,0.4639831913219263,0.4647849758435547,0.25,0.23422627301405613,0.5023400627036831,4,early,1.0
69,All,0.0,1,0.4750356679363947,0.4620731745277265,0.2775,0.24567169095950367,0.5523677681926107,4,middle,
70,Training,0.0,1,0.47864830770531547,0.46859578141217384,0.2375,0.21711924526473175,0.5426238980864806,4,middle,
71,Test,0.0,1,0.46058510886071163,0.4359827469899374,0.4375,0.3598814737385912,0.5913432486171317,4,middle,1.0
72,All,0.0,1,0.4988463631132624,0.48334248046550526,0.245,0.21971824390757722,0.5189121615277529,4,late,
73,Training,0.0,1,0.506023642742323,0.49401053651830934,0.2375,0.20801926026801504,0.5249576690164248,4,late,
74,Test,0.0,1,0.47013724459702005,0.4406702562542888,0.275,0.2665141784658259,0.4947301315730657,4,late,1.0
75,All,0.0,1,0.4894638312391612,0.5063095351135094,0.1725,0.17520976775376887,0.5190316866774461,5,interleaved,
76,Training,0.0,1,0.4901555055485337,0.5082768990705474,0.165625,0.16784443228690543,0.5202271197858709,5,interleaved,
77,Test,0.0,1,0.48669713400167125,0.4984400792853575,0.2,0.20467110962122273,0.5142499542437473,5,interleaved,1.0
78,All,0.0,1,0.48930832119035883,0.47400681836434144,0.425,0.37314079039157055,0.6510358471945792,5,blocked,
79,Training,0.0,1,0.4899957311222262,0.47814625979505887,0.40625,0.35805757096740126,0.6351924009231079,5,blocked,
80,Test,0.0,1,0.4865586814628892,0.4574490526414719,0.5,0.4334736680882479,0.7144096322804641,5,blocked,1.0
81,All,0.0,1,0.4985800069466138,0.5053488526002688,0.3675,0.3057014759875431,0.589659073615806,5,early,
82,Training,0.0,1,0.501840799694954,0.5135558964346341,0.334375,0.2742867636901894,0.5687966025747231,5,early,
83,Test,0.0,1,0.485536835953253,0.47252067726280805,0.5,0.431360325176958,0.6731089577801374,5,early,1.0
84,All,0.0,1,0.5088028791490057,0.5047075503157584,0.32,0.29528313282825214,0.527985015963976,5,middle,
85,Training,0.0,1,0.5064795992590142,0.5051452638923983,0.309375,0.2860980496009143,0.5345421722646522,5,middle,
86,Test,0.0,1,0.5180959987089715,0.5029566960091986,0.3625,0.3320234657376037,0.5017563907612712,5,middle,1.0
87,All,0.0,1,0.48729507704216757,0.4818789086203186,0.27,0.2324620124411136,0.529538014185531,5,late,
88,Training,0.0,1,0.48689593685295024,0.4888446885090046,0.278125,0.233833239262421,0.5396851811244814,5,late,
89,Test,0.0,1,0.48889163779903666,0.4540157890655749,0.2375,0.2269771051558843,0.48894934642972904,5,late,1.0
90,All,0.0,1,0.4899395960474584,0.5110010861221214,0.11,0.11782698272273766,0.4892606380050221,6,interleaved,
91,Training,0.0,1,0.49310939070681037,0.5147894476922504,0.103125,0.10762505946600043,0.48553556769461703,6,interleaved,
92,Test,0.0,1,0.4772604174100505,0.4958476398416047,0.1375,0.1586346757496865,0.5041609192466426,6,interleaved,1.0
93,All,0.0,1,0.5035900994358891,0.48146849259259716,0.275,0.23260103337726667,0.6032934835067414,6,blocked,
94,Training,0.0,1,0.5011886304312843,0.47881730221129626,0.275,0.23488590835678652,0.6161204114638051,6,blocked,
95,Test,0.0,1,0.5131959754543081,0.4920732541178012,0.275,0.2234615334591874,0.5519857716784866,6,blocked,1.0
96,All,0.0,1,0.4888902092553957,0.4728332879714739,0.3425,0.2921520129902552,0.5081314574129288,6,early,
97,Training,0.0,1,0.49684364631184136,0.48299843187818847,0.34375,0.28841057527356073,0.5069170351042482,6,early,
98,Test,0.0,1,0.4570764610296131,0.432172712344615,0.3375,0.3071177638570334,0.512989146647651,6,early,1.0
99,All,0.0,1,0.4899310223260122,0.48498519237940885,0.1925,0.18213406194412649,0.5040918849848091,6,middle,
100,Training,0.0,1,0.49168256378371084,0.4874007087882474,0.19375,0.18627023630494455,0.506547168864203,6,middle,
101,Test,0.0,1,0.48292485649521777,0.47532312674405475,0.1875,0.1655893645008542,0.4942707494672326,6,middle,1.0
102,All,0.0,1,0.4891959452284165,0.4915259615349642,0.285,0.25579166495547545,0.4991803792889585,6,late,
103,Training,0.0,1,0.4925950359918515,0.49642709028111626,0.284375,0.2466136803083457,0.5109858076162362,6,late,
104,Test,0.0,1,0.47559958217467624,0.47192144655035567,0.2875,0.2925036035439944,0.4519586659798476,6,late,1.0
105,All,0.0,1,0.49657060048141216,0.4866704981674526,0.19,0.17289645696561295,0.4968794218768238,7,interleaved,
106,Training,0.0,1,0.497238661721577,0.48720254504256627,0.18125,0.17236661781240636,0.5077652470427584,7,interleaved,
107,Test,0.0,1,0.4938983555207531,0.4845423106669978,0.225,0.1750158135784393,0.45333612121308564,7,interleaved,1.0
108,All,0.0,1,0.4856223765808852,0.46008312192431206,0.2275,0.21474974844487035,0.5504618158715022,7,blocked,
