,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.0,1,0.6449396494879408,0.7049866352583747,0.255,0.2449574922801901,0.5674203969576866,0,interleaved,
1,Training,0.0,1,0.6510471794283871,0.712477542267121,0.246875,0.23308829540161344,0.5568876445803888,0,interleaved,
2,Test,0.0,1,0.6205095297261558,0.6750230072233899,0.2875,0.2924342797944967,0.6095514064668783,0,interleaved,1.0
3,All,0.0,1,0.6102190427408271,0.688257855158642,0.24,0.24223467320765546,0.590593778105914,0,blocked,
4,Training,0.0,1,0.6089212620931407,0.6886880156849045,0.2375,0.2389316116472051,0.5807862499804279,0,blocked,
5,Test,0.0,1,0.6154101653315727,0.686537213053592,0.25,0.25544691944945674,0.6298238906078586,0,blocked,1.0
6,All,0.0,1,0.562683007520324,0.5899679866070412,0.2875,0.262691068280842,0.5396468041533228,0,early,
7,Training,0.0,1,0.5662682767421865,0.5955736132321434,0.278125,0.2543912573771703,0.537193925280457,0,early,
8,Test,0.0,1,0.5483419306328736,0.5675454801066322,0.325,0.2958903118955286,0.5494583196447864,0,early,1.0
9,All,0.0,1,0.5905954141365858,0.6284452320043147,0.325,0.30588515943232336,0.6037340180359559,0,middle,
10,Training,0.0,1,0.6094826719746055,0.6611169992546804,0.28125,0.27034604572981735,0.5852012472341499,0,middle,
11,Test,0.0,1,0.5150463827845068,0.49775816300285225,0.5,0.4480416142423474,0.6778651012431803,0,middle,1.0
12,All,0.0,1,0.5615464284468064,0.5872821952980436,0.28,0.27890601662241354,0.5850625500273001,0,late,
13,Training,0.0,1,0.5738585109553934,0.6060367036746146,0.25,0.256408964972776,0.5751935676456211,0,late,
14,Test,0.0,1,0.5122980984124588,0.5122641617917598,0.4,0.36889422322096366,0.6245384795540156,0,late,1.0
15,All,0.0,1,0.6021724884567938,0.6638668731779831,0.2075,0.19408351318207986,0.5383662429834845,1,interleaved,
16,Training,0.0,1,0.6033447132421377,0.670032259504235,0.18125,0.1770667289716867,0.5402089916517518,1,interleaved,
17,Test,0.0,1,0.597483589315419,0.6392053278729752,0.3125,0.2621506500236525,0.530995248310415,1,interleaved,1.0
18,All,0.0,1,0.6648053761712152,0.7179651206908036,0.2925,0.2809885564861806,0.5429057040183296,1,blocked,
19,Training,0.0,1,0.6622277997037341,0.7156455760959609,0.30625,0.2957823740604291,0.5596917935517416,1,blocked,
20,Test,0.0,1,0.6751156820411396,0.7272432990701742,0.2375,0.22181328618918644,0.475761345884682,1,blocked,1.0
21,All,0.0,1,0.6583870490501047,0.702736212355584,0.2725,0.25177843864275934,0.6055423020227307,1,early,
22,Training,0.0,1,0.6518006829345085,0.6976751297600341,0.2375,0.2241793063886807,0.5817044478690864,1,early,
23,Test,0.0,1,0.6847325135124889,0.7229805427377847,0.4125,0.362174967659074,0.7008937186373083,1,early,1.0
24,All,0.0,1,0.5898212799886929,0.6400113532989247,0.3575,0.3260920584380176,0.5986282568181844,1,middle,
25,Training,0.0,1,0.598662175994755,0.6526516101819452,0.340625,0.31296244315786287,0.581289776248809,1,middle,
26,Test,0.0,1,0.5544576959644448,0.5894503257668423,0.425,0.3786105195586368,0.6679821790956856,1,middle,1.0
27,All,0.0,1,0.6701780717100075,0.7165431560112213,0.235,0.2332611035655018,0.507006931255228,1,late,
28,Training,0.0,1,0.6641899844948708,0.718992966659064,0.215625,0.22117241954646233,0.5024308232462069,1,late,
29,Test,0.0,1,0.6941304205705546,0.7067439134198508,0.3125,0.28161583964165965,0.5253113632913129,1,late,1.0
30,All,0.0,1,0.7013744886824104,0.7455923461466845,0.25,0.24470978072757507,0.5843337117541756,2,interleaved,
31,Training,0.0,1,0.7077135448389824,0.7592678303757665,0.240625,0.23610437827635425,0.5843593399069136,2,interleaved,
32,Test,0.0,1,0.6760182640561229,0.6908904092303565,0.2875,0.2791313905324583,0.5842311991432239,2,interleaved,1.0
33,All,0.0,1,0.62158064981495,0.597623460672899,0.335,0.3108085341198224,0.7200221548596026,2,blocked,
34,Training,0.0,1,0.6195479509524072,0.6047909350386446,0.325,0.3078309533989496,0.7226081585292179,2,blocked,
35,Test,0.0,1,0.6297114452651212,0.5689535632099163,0.375,0.32271885700331343,0.7096781401811416,2,blocked,1.0
36,All,0.0,1,0.612380226956507,0.6582743760733996,0.27,0.27079228181297915,0.5675302045388989,2,early,
37,Training,0.0,1,0.6132779275692181,0.6689101845074459,0.253125,0.2519117828665033,0.557025568190676,2,early,
38,Test,0.0,1,0.6087894245056621,0.6157311423372144,0.3375,0.3463142775988825,0.6095487499317904,2,early,1.0
39,All,0.0,1,0.618496602147095,0.6850076253987675,0.305,0.29660165988923426,0.606385266123153,2,middle,
40,Training,0.0,1,0.6257744587890106,0.6979375898846442,0.29375,0.2877147739995678,0.5946742979163824,2,middle,
41,Test,0.0,1,0.5893851755794324,0.6332877674552602,0.35,0.3321492034479002,0.6532291389502357,2,middle,1.0
42,All,0.0,1,0.6442696041931515,0.6976623354291479,0.2625,0.2576958965663843,0.5751374974021674,2,late,
43,Training,0.0,1,0.6509720050208745,0.7036122367543202,0.265625,0.260580526056858,0.5843432901256606,2,late,
44,Test,0.0,1,0.6174600008822599,0.6738627301284591,0.25,0.24615737860448936,0.5383143265081942,2,late,1.0
45,All,0.0,1,0.5714316749254323,0.5931717825684328,0.325,0.2891124400791019,0.5562565691143667,3,interleaved,
46,Training,0.0,1,0.5743204627206615,0.5955716091148492,0.33125,0.28995921131826136,0.5497286746393341,3,interleaved,
47,Test,0.0,1,0.5598765237445165,0.5835724763827671,0.3,0.28572535512246433,0.5823681470144976,3,interleaved,1.0
48,All,0.0,1,0.6033627998789785,0.6317928777933913,0.34,0.3277694416391889,0.6311206747732021,3,blocked,
49,Training,0.0,1,0.6083853211396896,0.645613312730589,0.328125,0.3174960051907882,0.6338428772628211,3,blocked,
50,Test,0.0,1,0.5832727148361342,0.576511138044601,0.3875,0.3688631874327916,0.6202318648147258,3,blocked,1.0
51,All,0.0,1,0.6330614910117676,0.6537994863399824,0.3625,0.33958309276424203,0.5773249041689058,3,early,
52,Training,0.0,1,0.6342636777079201,0.6544947058034196,0.346875,0.32910077412228605,0.567543975966878,3,early,
53,Test,0.0,1,0.6282527442271573,0.6510186084862328,0.425,0.38151236733206595,0.6164486169770174,3,early,1.0
54,All,0.0,1,0.6135084768952922,0.6720602453488101,0.2625,0.24380272969772634,0.5145404231456502,3,middle,
55,Training,0.0,1,0.6240053222657642,0.6851310342139509,0.259375,0.2384718258906407,0.5159465124769411,3,middle,
56,Test,0.0,1,0.5715210954134046,0.6197770898882464,0.275,0.26512634492606885,0.5089160658204861,3,middle,1.0
57,All,0.0,1,0.631306957787887,0.6979950207811185,0.305,0.278384644360538,0.5542235000287526,3,late,
58,Training,0.0,1,0.6320015288832912,0.7005444183502458,0.30625,0.28040305284230127,0.5663486271337639,3,late,
59,Test,0.0,1,0.6285286734062708,0.6877974305046097,0.3,0.27031101043348466,0.5057229916087076,3,late,1.0
60,All,0.0,1,0.627700335142839,0.6947290514223434,0.1575,0.16375601714385726,0.5493095659903414,4,interleaved,
61,Training,0.0,1,0.6319047212884243,0.7015015745197143,0.16875,0.17048205205719807,0.544299640949137,4,interleaved,
62,Test,0.0,1,0.6108827905604979,0.6676389590328595,0.1125,0.13685187749049404,0.5693492661551595,4,interleaved,1.0
63,All,0.0,1,0.5670300022335122,0.618430388510496,0.3175,0.2965653479703525,0.6187200277441011,4,blocked,
64,Training,0.0,1,0.5764719560663591,0.6327754021850585,0.303125,0.28109731710221864,0.6055857782323922,4,blocked,
65,Test,0.0,1,0.5292621869021245,0.5610503338122463,0.375,0.3584374714428876,0.6712570257909366,4,blocked,1.0
66,All,0.0,1,0.6108454939999185,0.6460310353123293,0.2425,0.23676408348802147,0.5316517465762297,4,early,
67,Training,0.0,1,0.6218430514645162,0.6630344642016903,0.234375,0.21956148098722758,0.518751456550097,4,early,
68,Test,0.0,1,0.5668552641415275,0.5780173197548856,0.275,0.3055744934911969,0.5832529066807602,4,early,1.0
69,All,0.0,1,0.6597381100502089,0.7617516088184685,0.265,0.2626771892605044,0.6500227265432313,4,middle,
70,Training,0.0,1,0.6586354927228766,0.7644579780274571,0.246875,0.2468462164252912,0.6568777567833797,4,middle,
71,Test,0.0,1,0.6641485793595382,0.7509261319825141,0.3375,0.3260010806013569,0.622602605582638,4,middle,1.0
72,All,0.0,1,0.6072963086674528,0.6590784303444457,0.355,0.329925212057499,0.6395072984046596,4,late,
73,Training,0.0,1,0.6234278194763864,0.685627240537707,0.325,0.30275665952501407,0.634685204811805,4,late,
74,Test,0.0,1,0.5427702654317185,0.5528831895714008,0.475,0.4385994221874386,0.6587956727760776,4,late,1.0
