,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.00022130002700853615,7,0.48784839944004504,0.49718529667232547,0.2,0.17124317897659835,0.5086550840691295,0,interleaved,
1,Training,0.00035425713754326434,7,0.49757985378525205,0.5120327915302895,0.203125,0.165758006833689,0.506087820170847,0,interleaved,
2,Test,0.0,1,0.44892258205921737,0.4377953172404695,0.1875,0.19318386754823597,0.5189241396622601,0,interleaved,1.0
3,All,-0.0008342288986467063,6,0.45406585411259776,0.4497976870492673,0.22,0.20709579159130287,0.6018783422799174,0,blocked,
4,Training,-0.00045246064821886196,5,0.4628479586375663,0.4623607977482008,0.2125,0.19716584409039367,0.6009930609594303,0,blocked,
5,Test,0.011127971674253863,2,0.41893743601272343,0.39954524425353377,0.25,0.24681558159493955,0.6054194675618663,0,blocked,0.975
6,All,-0.0008044252328551607,4,0.4500450429347237,0.448363770480483,0.2,0.18376426938371154,0.5219808183067345,0,early,
7,Training,-0.00015337332837831846,4,0.45544788765890504,0.456580861391242,0.18125,0.1725256904525029,0.5128920662242596,0,early,
8,Test,0.0,1,0.42843366403799865,0.41549540683744723,0.275,0.2287185851085461,0.5583358266366332,0,early,1.0
9,All,-0.0007126349778961419,6,0.4543764085474011,0.42686639195681153,0.2275,0.21783612044159675,0.5555585590041549,0,middle,
10,Training,0.0002776530636357783,5,0.4627441887227389,0.4383834640812817,0.21875,0.20906726086983465,0.5573934387828908,0,middle,
11,Test,-0.0047782010718667636,3,0.4209052878460496,0.3807981034589306,0.2625,0.252911558728645,0.5482190398892106,0,middle,0.95
12,All,-0.0013084138446665993,2,0.4440662023338619,0.4554487687369968,0.1425,0.1363050998448537,0.5202476844315264,0,late,
13,Training,0.0,2,0.45401452714030016,0.47012630670445166,0.134375,0.12276890552136019,0.5088363958815592,0,late,
14,Test,0.0,1,0.40427290310810904,0.3967386168671776,0.175,0.1904498771388276,0.5658928386313953,0,late,1.0
