,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.0,1,0.42346861689775617,0.3780178151135391,0.2925,0.2506734665997073,0.587167313161509,0,interleaved,
1,Training,0.0,1,0.43064376294775736,0.3925819763897898,0.26875,0.23228526415989803,0.5859208890333856,0,interleaved,
2,Test,0.0,1,0.39476803269775174,0.31976117000853604,0.3875,0.3242262763589445,0.5921530096740029,0,interleaved,1.0
3,All,0.0,1,0.4757977147801254,0.43281987988499226,0.3675,0.30602876266780543,0.5270312315871357,0,blocked,
4,Training,0.0,1,0.4790235127065526,0.44040267683705814,0.35,0.28610733569528746,0.5262103586519864,0,blocked,
5,Test,0.0,1,0.4628945230744163,0.40248869207672877,0.4375,0.38571447055787705,0.5303147233277332,0,blocked,1.0
6,All,0.0,1,0.4534457972675882,0.433318154170252,0.26,0.21571559272770988,0.5198398680914221,0,early,
7,Training,0.0,1,0.460274707012841,0.44865875926173515,0.2375,0.19963636177051633,0.5087700546971645,0,early,
8,Test,0.0,1,0.4261301582865773,0.37195573380431907,0.35,0.28003251655648403,0.5641191216684527,0,early,1.0
9,All,0.0,1,0.4290542718698983,0.43205647340961856,0.25,0.22001104772105629,0.5500292749198731,0,middle,
10,Training,0.0,1,0.43898145807767863,0.4444329813855634,0.23125,0.2040117522162574,0.5534760461606325,0,middle,
11,Test,0.0,1,0.389345527038777,0.38255044150583917,0.325,0.28400822974025164,0.5362421899568353,0,middle,1.0
12,All,0.0,1,0.46888993605894624,0.492616825796907,0.17,0.15824458827315246,0.5281093908029189,0,late,
13,Training,0.0,1,0.4763430264129138,0.506213531515292,0.16875,0.15562994110403666,0.5280518241197462,0,late,
14,Test,0.0,1,0.4390775746430762,0.43823000292336695,0.175,0.1687031769496158,0.5283396575356101,0,late,1.0
15,All,0.0,1,0.44785556957967,0.42728498606094734,0.2525,0.2086121570547765,0.5425363942154701,1,interleaved,
16,Training,0.0,1,0.4592855187910763,0.44627250781973976,0.215625,0.17823967036378932,0.5154706712461625,1,interleaved,
17,Test,0.0,1,0.40213577273404466,0.3513348990257771,0.4,0.3301021038187254,0.6507992860926999,1,interleaved,1.0
18,All,0.0,1,0.48153484588683293,0.460785190250313,0.41,0.377767288753367,0.6141478542710526,1,blocked,
19,Training,0.0,1,0.4872861826378914,0.4717119642201376,0.409375,0.37092858796350214,0.6333182469292236,1,blocked,
20,Test,0.0,1,0.4585294988825993,0.41707809437101445,0.4125,0.4051220919128264,0.5374662836383688,1,blocked,1.0
21,All,0.0,1,0.4622484836136391,0.4641133122785201,0.3025,0.2393890712528929,0.5846413469359482,1,early,
22,Training,0.0,1,0.4700855499983574,0.47887839552285455,0.253125,0.19942190524279532,0.564760485302612,1,early,
23,Test,0.0,1,0.430900218074766,0.40505297930118206,0.5,0.3992577352932832,0.664164793469292,1,early,1.0
24,All,0.0,1,0.48248532959452023,0.46454533233749523,0.3625,0.3125534610307205,0.5532027754592356,1,middle,
25,Training,0.0,1,0.4894789564488696,0.47786124517428774,0.328125,0.2847939673831426,0.5459175797413446,1,middle,
26,Test,0.0,1,0.45451082217712285,0.4112816809903254,0.5,0.4235914356210319,0.5823435583307999,1,middle,1.0
27,All,0.0,1,0.4465608156445511,0.37162432714855015,0.37,0.30503729335339136,0.5112664046849592,1,late,
28,Training,0.0,1,0.44818449739150795,0.3855714567152867,0.340625,0.27887226742585614,0.5039223327518106,1,late,
29,Test,0.0,1,0.44006608865672375,0.31583580888160406,0.4875,0.40969739706353214,0.5406426924175534,1,late,1.0
30,All,0.0,1,0.45426414027087686,0.45743297155421786,0.2825,0.2523807615767833,0.5373809977484204,2,interleaved,
31,Training,0.0,1,0.4586608514500509,0.46591534596989925,0.3,0.2561865490420432,0.5567302234842192,2,interleaved,
32,Test,0.0,1,0.4366772955541806,0.42350347389149245,0.2125,0.23715761171574373,0.4599840948052254,2,interleaved,1.0
33,All,0.0,1,0.46456342469006484,0.45829560772412026,0.25,0.21216151983717352,0.5624289105955398,2,blocked,
34,Training,0.0,1,0.4693376236040133,0.4694195230180472,0.221875,0.19036973077690011,0.5542916708505459,2,blocked,
35,Test,0.0,1,0.44546662903427126,0.41379994654841257,0.3625,0.2993286760782674,0.5949778695755154,2,blocked,1.0
36,All,0.0,1,0.4573106733562712,0.4974039703383791,0.1925,0.17574274890018862,0.5162574778458231,2,early,
37,Training,0.0,1,0.46675076105172286,0.5110494065839942,0.18125,0.1604819755386903,0.5063069785299273,2,early,
38,Test,0.0,1,0.41955032257446434,0.4428222253559186,0.2375,0.23678584234618194,0.5560594751094061,2,early,1.0
39,All,0.0,1,0.44910542771109085,0.40955264841141414,0.25,0.2293377174430246,0.4999705748591223,2,middle,
40,Training,0.0,1,0.4556946574032096,0.4195414192744645,0.253125,0.22598516471202784,0.4971927094369465,2,middle,
41,Test,0.0,1,0.4227485089426159,0.36959756495921303,0.2375,0.2427479283670116,0.5110820365478255,2,middle,1.0
42,All,0.0,1,0.48623171497170203,0.47214769586886585,0.275,0.25169743762265995,0.5109537287515361,2,late,
43,Training,0.0,1,0.500801189404185,0.4879056273971167,0.253125,0.23967638526453924,0.5164478441561646,2,late,
44,Test,0.0,1,0.4279538172417699,0.40911596975586234,0.3625,0.29978164705514254,0.4889772671330218,2,late,1.0
45,All,0.0,1,0.4633801347557628,0.4743014994320561,0.2225,0.21460634567213355,0.5454788822398144,3,interleaved,
46,Training,0.0,1,0.47265196593036074,0.4843623933199879,0.23125,0.2096037189033499,0.5386039816981537,3,interleaved,
47,Test,0.0,1,0.42629281005737096,0.43405792388032866,0.1875,0.23461685274726807,0.5729784844064578,3,interleaved,1.0
48,All,0.0,1,0.4783883520398448,0.4708994741180794,0.21,0.1857022381747932,0.5152646069107119,3,blocked,
49,Training,0.0,1,0.48666495608520444,0.48031564895442713,0.203125,0.17935465846704188,0.5128622892877868,3,blocked,
50,Test,0.0,1,0.4452819358584062,0.4332347747726888,0.2375,0.21109255700579838,0.5248738774024121,3,blocked,1.0
51,All,0.0,1,0.5090119885322796,0.4707909539749036,0.16,0.161406218745167,0.5296534575964484,3,early,
52,Training,0.0,1,0.5151861561015477,0.47940016693626203,0.1625,0.1581016004443298,0.5223304310696408,3,early,
53,Test,0.0,1,0.48431531825520685,0.43635410212947046,0.15,0.1746246919485158,0.5589455637036794,3,early,1.0
54,All,0.0,1,0.4615495008481063,0.46378258711988835,0.21,0.1909367835125945,0.5502227478287177,3,middle,
55,Training,0.0,1,0.46883943233256903,0.4805469304616171,0.1625,0.15407752636429814,0.538487583007109,3,middle,
56,Test,0.0,1,0.432389774910256,0.39672521375297337,0.4,0.3383738121057799,0.5971634071151529,3,middle,1.0
57,All,0.0,1,0.4693091036499279,0.46684958939269805,0.36,0.32648240568829884,0.5236786777356529,3,late,
58,Training,0.0,1,0.4768403990123531,0.482757700452251,0.353125,0.3116588486909551,0.516751721739445,3,late,
59,Test,0.0,1,0.4391839222002271,0.4032171451544862,0.3875,0.3857766336776736,0.551386501720485,3,late,1.0
60,All,0.0,1,0.454607176746849,0.4540988140574663,0.16,0.15466241694504768,0.5653554420908931,4,interleaved,
61,Training,0.0,1,0.46011802989064293,0.4604593391508967,0.16875,0.1615491571290824,0.5713238527173139,4,interleaved,
62,Test,0.0,1,0.43256376417167297,0.4286567136837448,0.125,0.12711545620890896,0.5414817995852099,4,interleaved,1.0
63,All,0.0,1,0.43013018804231457,0.41464117915055043,0.205,0.19923146121950214,0.5248535626891012,4,blocked,
64,Training,0.0,1,0.4327547674599417,0.42464342795050697,0.2,0.1894120927739553,0.5307091017986096,4,blocked,
65,Test,0.0,1,0.4196318703718059,0.3746321839507242,0.225,0.23850893500168943,0.5014314062510677,4,blocked,1.0
66,All,0.0,1,0.4357704423461123,0.4235950522380511,0.285,0.22711742719558747,0.6166367927463838,4,early,
67,Training,0.0,1,0.4449922790417064,0.43409926117559705,0.278125,0.21779494660333198,0.6082231057387266,4,early,
68,Test,0.0,1,0.39888309556373613,0.38157821648786705,0.3125,0.2644073495646094,0.6502915407770121,4,early,1.0
69,All,0.0,1,0.465217406300626,0.4414627529296598,0.2,0.18293260196774155,0.5086695538699624,4,middle,
70,Training,0.0,1,0.4735117571140144,0.4594932069011081,0.146875,0.1514831234834308,0.49230855619897695,4,middle,
71,Test,0.0,1,0.43204000304707235,0.36934093704386656,0.4125,0.3087305159049846,0.5741135445539037,4,middle,1.0
72,All,0.0,1,0.4701728087289199,0.4731452182370064,0.215,0.21279328543385262,0.5524501914898883,4,late,
73,Training,0.0,1,0.47805351915377114,0.4836585555629889,0.2,0.1944797785718594,0.5359554497051338,4,late,
74,Test,0.0,1,0.4386499670295149,0.43109186893307605,0.275,0.2860473128818254,0.6184291586289066,4,late,1.0
75,All,0.0,1,0.4568278361991768,0.448039104456102,0.25,0.24308149208856186,0.5072776672569939,5,interleaved,
76,Training,0.0,1,0.4668605410957085,0.4642149350876637,0.209375,0.20440672106974395,0.48607197939524127,5,interleaved,
77,Test,0.0,1,0.41669701661304975,0.38333578192985557,0.4125,0.3977805761638334,0.5921004187040039,5,interleaved,1.0
78,All,0.0,1,0.43085657858350734,0.41166148135167563,0.3075,0.2637423078548946,0.5437923986655647,5,blocked,
79,Training,0.0,1,0.43601074276054796,0.421778859370386,0.303125,0.25380497493258825,0.5410286322206644,5,blocked,
80,Test,0.0,1,0.4102399218753452,0.37119196927683407,0.325,0.30349163954412006,0.5548474644451655,5,blocked,1.0
81,All,0.0,1,0.43045851978546595,0.40133385163593593,0.325,0.2636218769845176,0.5624799976230056,5,early,
82,Training,0.0,1,0.43832819423982206,0.41405062508003915,0.303125,0.24838778452129295,0.5678924798101646,5,early,
83,Test,0.0,1,0.3989798219680416,0.35046675785952336,0.4125,0.32455824683741596,0.54083006887437,5,early,1.0
84,All,0.0,1,0.47775072353635345,0.4661885732741794,0.4075,0.34479777124516725,0.5871738471889872,5,middle,
85,Training,0.0,1,0.4808875599982469,0.4753617238370892,0.396875,0.33035336435218976,0.589361538142284,5,middle,
86,Test,0.0,1,0.4652033776887798,0.42949597102254017,0.45,0.40257539881707693,0.5784230833758006,5,middle,1.0
87,All,0.0,1,0.4845764663037875,0.45904383850861386,0.24,0.20719025174797626,0.5422357702051335,5,late,
88,Training,0.0,1,0.48854654441405343,0.4634177280699013,0.21875,0.1980876467227571,0.5425193908617709,5,late,
89,Test,0.0,1,0.46869615386272384,0.4415482802634642,0.325,0.2436006718488529,0.5411012875785832,5,late,1.0
90,All,0.0,1,0.479007098228935,0.4611699755288609,0.2425,0.23224846586684195,0.5448762492251186,6,interleaved,
