,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,-0.00019507142982831015,6,0.4946224614829747,0.4481559117249887,0.2425,0.22410116518952386,0.5371391398871593,0,interleaved,
1,Training,-0.00030290662509908803,6,0.5065600173486455,0.46487706828885783,0.21875,0.20261888065242414,0.5362869693163095,0,interleaved,
2,Test,0.0,1,0.4468722380202918,0.38127128546951206,0.3375,0.3100303033379227,0.540547822170559,0,interleaved,1.0
3,All,0.0021578966545477743,5,0.461039255413312,0.48133607466311595,0.2125,0.19517569976433943,0.5600068840491645,0,blocked,
4,Training,0.0007986914051164126,5,0.4718333285825254,0.5009292445202818,0.184375,0.1761087907872559,0.5470228405803186,0,blocked,
5,Test,0.0,1,0.4178629627364583,0.40296339523445274,0.325,0.2714433356726736,0.6119430579245488,0,blocked,1.0
6,All,0.00534990458816951,7,0.5039684735247147,0.4819241198433089,0.16,0.14859351227929593,0.5050514506074404,0,early,
7,Training,0.00632923229266839,7,0.5193835817686392,0.5000115452472226,0.1625,0.1482115569170585,0.5140815728580479,0,early,
8,Test,0.0,2,0.4423080405490174,0.4095744182276543,0.15,0.1501213337282457,0.4689309616050107,0,early,1.0
9,All,0.01468486312017246,18,0.4998580882112322,0.5082520203815994,0.1825,0.1592624959765061,0.48424180461826616,0,middle,
10,Training,0.00421278729280942,18,0.5188911199259265,0.529671200462119,0.1625,0.13935215813178872,0.4712272368344269,0,middle,
11,Test,0.07481751824817524,2,0.423725961352455,0.4225753000595215,0.2625,0.23890384735537556,0.5363000757536229,0,middle,1.0
12,All,0.01234683857729426,19,0.5375176407442522,0.5146924511334275,0.1525,0.1602454359258618,0.5326015962111259,0,late,
13,Training,0.007934594912849894,19,0.5548444582275418,0.5372677996581686,0.146875,0.15367800102112708,0.549989112535511,0,late,
14,Test,0.017651573292402092,2,0.4682103708110949,0.4243910570344632,0.175,0.18651517554480074,0.46305153091358625,0,late,1.0
15,All,0.006496490976780253,12,0.44019661615241434,0.4333411305983523,0.23,0.19115603358505917,0.5094482520965093,1,interleaved,
16,Training,0.0019715047643058337,12,0.45436910857055723,0.45362728493059434,0.20625,0.17766764328891088,0.5065557875495768,1,interleaved,
17,Test,0.0,1,0.383506646479843,0.3521965132693838,0.325,0.24510959476965252,0.5210181102842394,1,interleaved,1.0
18,All,-0.0007658121501216174,5,0.4492527791451342,0.464474391365861,0.1375,0.14359273317439727,0.5146222849576647,1,blocked,
