,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.0,1,0.5295600729391355,0.4702280505749998,0.1075,0.11622300351810395,0.49131639943884936,0,interleaved,
1,Training,0.0,1,0.5430307556165013,0.48575706768256344,0.09375,0.10866474372246131,0.49072793681825494,0,interleaved,
2,Test,0.0,1,0.4756773422296726,0.40811198214474526,0.1625,0.1464560427006745,0.4936702499212272,0,interleaved,1.0
3,All,0.0,1,0.4967992426037728,0.5184181714888301,0.03,0.09109291626034563,0.5079551775211895,0,blocked,
4,Training,0.0,1,0.5045216881873533,0.5251979081274969,0.01875,0.08340052650021317,0.5085404623180275,0,blocked,
5,Test,0.0,1,0.4659094602694506,0.4912992249341623,0.075,0.12186247530087554,0.5056140383338373,0,blocked,1.0
6,All,0.0,1,0.4475084572980238,0.45475782280424354,0.075,0.10917889761574674,0.49132681470022505,0,early,
7,Training,0.0,1,0.4534126730401325,0.462654360126157,0.075,0.10846968029307757,0.49344054817979427,0,early,
8,Test,0.0,1,0.423891594329589,0.42317167351658946,0.075,0.11201576690642337,0.4828718807819478,0,early,1.0
9,All,0.0,1,0.5006629186680562,0.4842425466588564,0.08,0.10349631246556953,0.5052486800909562,0,middle,
10,Training,0.0,1,0.5081151857382248,0.4949967244254513,0.075,0.10091242200743984,0.5016245264864102,0,middle,
11,Test,0.0,1,0.47085385038738153,0.441225835592477,0.1,0.1138318742980883,0.5197452945091403,0,middle,1.0
12,All,0.0,1,0.43499921928656576,0.41025696024904446,0.145,0.142902756401913,0.5037853516470581,0,late,
13,Training,0.0,1,0.441370218333451,0.4167912873634053,0.140625,0.1433129190764811,0.5128307622323833,0,late,
14,Test,0.0,1,0.4095152230990249,0.3841196517916006,0.1625,0.14126210570364056,0.4676037093057569,0,late,1.0
15,All,0.0,1,0.4788828946342053,0.47993780520171114,0.12,0.11308807759350753,0.4944648468230602,1,interleaved,
16,Training,0.0,1,0.4863562418691015,0.48869379798044077,0.1,0.10717073222611759,0.49295824380546965,1,interleaved,
17,Test,0.0,1,0.44898950569462004,0.44491383408679275,0.2,0.13675745906306724,0.5004912588934225,1,interleaved,1.0
18,All,0.0,1,0.4711420473238557,0.4413996187883356,0.215,0.15744227984768955,0.526954478965735,1,blocked,
19,Training,0.0,1,0.4793708642462894,0.4473495608552738,0.2125,0.15508623161322865,0.5361700911794278,1,blocked,
20,Test,0.0,1,0.4382267796341209,0.417599850520583,0.225,0.16686647278553315,0.4900920301109638,1,blocked,1.0
21,All,0.0,1,0.4769013556023838,0.4755487205030133,0.1275,0.12254365520954483,0.5004197647087885,1,early,
22,Training,0.0,1,0.4834879065501005,0.4805256007143927,0.13125,0.12519813516817163,0.5069316842969287,1,early,
23,Test,0.0,1,0.4505551518115172,0.45564119965749567,0.1125,0.11192573537503776,0.4743720863562276,1,early,1.0
24,All,0.0,1,0.5082581614739883,0.5018546600486875,0.1575,0.14460053495288455,0.5231395213622386,1,middle,
25,Training,0.0,1,0.5185730233958281,0.5134622956076063,0.121875,0.13266461807877855,0.513835687555195,1,middle,
26,Test,0.0,1,0.4669987137866291,0.4554241178130125,0.3,0.1923442024493086,0.5603548565904127,1,middle,1.0
27,All,0.0,1,0.4878937727961235,0.4554093508081457,0.24,0.19748636039324752,0.5113702243169895,1,late,
28,Training,0.0,1,0.4948578523209217,0.46574802028014534,0.23125,0.19208915302274937,0.5094776842293217,1,late,
29,Test,0.0,1,0.4600374546969306,0.4140546729201473,0.275,0.21907518987524002,0.518940384667661,1,late,1.0
30,All,0.0,1,0.5098486285869184,0.47421660890370887,0.1525,0.14053234510782922,0.5095743983224736,2,interleaved,
31,Training,0.0,1,0.5230558411084162,0.4865801808250181,0.134375,0.12914744349551782,0.5013195880293003,2,interleaved,
32,Test,0.0,1,0.4570197785009267,0.42476232121847224,0.225,0.18607195155707493,0.5425936394951668,2,interleaved,1.0
33,All,0.0,1,0.5112884346863343,0.4906333426860797,0.1575,0.13002767034599316,0.48879395010657817,2,blocked,
34,Training,0.0,1,0.5188647613305802,0.49691838859341075,0.1625,0.12804303848551515,0.49782002886326404,2,blocked,
35,Test,0.0,1,0.48098312810935107,0.4654931590567557,0.1375,0.13796619778790523,0.45268963507983495,2,blocked,1.0
36,All,0.0,1,0.4905282024616273,0.478757799142659,0.1125,0.11562647905868424,0.49410063296588674,2,early,
37,Training,0.0,1,0.4959999111069378,0.4891439278547228,0.09375,0.10694400680848379,0.4854784852677231,2,early,
38,Test,0.0,1,0.46864136788038535,0.4372132842944037,0.1875,0.15035636805948602,0.5285892237585411,2,early,1.0
39,All,0.0,1,0.4894440625720889,0.4881834328181144,0.025,0.0675813269063873,0.4965087843265134,2,middle,
40,Training,0.0,1,0.5002237797361098,0.4978114198964077,0.015625,0.061021210709985854,0.490035032630497,2,middle,
41,Test,0.0,1,0.4463251939160057,0.4496714845049408,0.0625,0.09382179169199306,0.5224037911105789,2,middle,1.0
42,All,0.0,1,0.49695341681188127,0.4466750667129996,0.1775,0.1413514877797828,0.540480632907478,2,late,
43,Training,0.0,1,0.505819733313582,0.455351108314173,0.171875,0.13756103016619098,0.5308324662902558,2,late,
44,Test,0.0,1,0.4614881508050783,0.41197090030830585,0.2,0.15651331823415013,0.5790732993763669,2,late,1.0
45,All,0.0,1,0.45783449837204926,0.4860164658847112,0.085,0.09746636631118051,0.4978792076067289,3,interleaved,
46,Training,0.0,1,0.4641539623681688,0.49679582435117864,0.078125,0.09435614399611282,0.4936354719492675,3,interleaved,
47,Test,0.0,1,0.4325566423875708,0.4428990320188415,0.1125,0.10990725557145128,0.5148541502365747,3,interleaved,1.0
48,All,0.0,1,0.47571965087284457,0.48470781746609914,0.0475,0.08503488222252517,0.5314824069077052,3,blocked,
49,Training,0.0,1,0.4825565793956029,0.49006350584636815,0.046875,0.08357844099975534,0.5323277963861931,3,blocked,
50,Test,0.0,1,0.4483719367818113,0.46328506394502345,0.05,0.09086064711360442,0.5281008489937539,3,blocked,1.0
51,All,0.0,1,0.4672490539076709,0.46120714888220404,0.105,0.13612594520725282,0.5070523670809789,3,early,
52,Training,0.0,1,0.475965259116497,0.47132326782208944,0.090625,0.12406832040811852,0.5002847675327894,3,early,
53,Test,0.0,1,0.43238423307236656,0.4207426731226624,0.1625,0.18435644440379004,0.5341227652737364,3,early,1.0
54,All,0.0,1,0.46132943441707164,0.4429861743055046,0.15,0.10535558060862849,0.5245764764470608,3,middle,
55,Training,0.0,1,0.47226941719386206,0.45673430318580344,0.159375,0.10739031037478426,0.5263937347902521,3,middle,
56,Test,0.0,1,0.4175695033099103,0.387993658784309,0.1125,0.09721666154400536,0.5173074430742961,3,middle,1.0
57,All,0.0,1,0.4441171688917219,0.4477266591663663,0.125,0.10714116377786162,0.48618838235212647,3,late,
58,Training,0.0,1,0.4496036955791595,0.45324212305208383,0.13125,0.10923586000170211,0.47553192531882366,3,late,
