,Trials,adjRand,nClusters,pe,pe (probes),verb decoder Accuracy,verb decoder Accuracy Prob,verb 2 AFC decoder Prob,batch,Condition,cluster re-use
0,All,0.0011891104111900683,8,0.5768935041848917,0.5638643185059061,0.21,0.20034534072084237,0.53291063719571,0,interleaved,
1,Training,0.0006932512290808055,7,0.5793202792304121,0.565200400703394,0.209375,0.2023685286451508,0.5439413801252441,0,interleaved,
2,Test,-0.008374875373878354,7,0.5671864040028101,0.5585199897159546,0.2125,0.19225258902360853,0.48878766547757413,0,interleaved,0.875
3,All,0.014428892435974084,8,0.5776379792373514,0.5896568124900994,0.265,0.2546461836960517,0.5692491975110707,0,blocked,
4,Training,0.022300255018947644,7,0.5801486274120515,0.5931771821993197,0.271875,0.25729711152266255,0.5715789066674889,0,blocked,
5,Test,0.00883863518732335,7,0.5675953865385511,0.5755753336532186,0.2375,0.24404247238960827,0.5599303608853978,0,blocked,0.625
6,All,0.02571164736550968,13,0.5176480589799279,0.53329391719481,0.1975,0.17969738632602034,0.5047439055231426,0,early,
7,Training,0.03558597193552267,11,0.522279053114293,0.5364282083161018,0.20625,0.18739640736548152,0.5234934276615644,0,early,
8,Test,0.006623837835680933,11,0.49912408244246786,0.520756752709643,0.1625,0.1489013021681757,0.42974581696945613,0,early,0.95
9,All,0.0291950225285883,7,0.6007296681046613,0.6665820404264116,0.275,0.2630950074583172,0.5371746186861935,0,middle,
10,Training,0.04360166424931576,6,0.6039958565159612,0.6751402740157157,0.284375,0.2692499844237553,0.5435359466566008,0,middle,
11,Test,0.03888280394304493,5,0.5876649144594617,0.6323491060691951,0.2375,0.23847509959656482,0.511729306804565,0,middle,0.975
12,All,0.013545518860405434,11,0.531834669676354,0.5382464445530312,0.205,0.19271440437560058,0.5228342162235535,0,late,
13,Training,0.018828663928024174,11,0.5378008413415231,0.5476032603903656,0.190625,0.1836666561438869,0.515730452504198,0,late,
14,Test,-0.006475225225225211,10,0.5079699830156775,0.5008191812036928,0.2625,0.22890539730245543,0.5512492711009752,0,late,1.0
15,All,-0.0022767977938874624,8,0.585965223534935,0.5870499014655011,0.2975,0.2655735797127017,0.5764676302160014,1,interleaved,
16,Training,-0.0021353430056094947,7,0.5883156800899862,0.5942445206386271,0.30625,0.2720756213371212,0.5793131394072529,1,interleaved,
17,Test,0.04860392967942092,6,0.5765633973147294,0.558271424772997,0.2625,0.23956541321502356,0.5650855934509955,1,interleaved,0.75
18,All,0.04341587052332404,12,0.5409851754950038,0.5556757167690466,0.28,0.2549549224597591,0.5551377918477243,1,blocked,
19,Training,0.05976962177687994,11,0.5432535695669001,0.5614179162398691,0.275,0.24978621358092212,0.5585549533357568,1,blocked,
20,Test,-0.008576998050682266,11,0.5319115992074184,0.5327069188857567,0.3,0.2756297579751068,0.5414691458955948,1,blocked,0.975
21,All,0.01539662883927286,12,0.5798842964841053,0.5932650922157411,0.265,0.2438886930673359,0.5269636436352578,1,early,
22,Training,0.021168183362236963,10,0.5807790542815483,0.5997812715877477,0.25625,0.233562943384679,0.5210607399770364,1,early,
